text,label,exp_split,Generated_Label
"These women are absolutely disgusting. I don't understand why it's any of their business what a parent let's their kids do, especially if it isn't directly harming them. Just SHUT UP!!!!",0,train,1
Any day now all the blacks will start going back to Africa to escape police brutality...,0,train,1
GOD loves y'all too forever tell everyone you know and don't know. Jesus loves y'all too forever. Teach everyone how to see and enjoy their blessings too forever,0,train,0
She needs to go back to where she came from!!!!,0,train,1
"@RosaliaGaming God loves him as a person but that doesn't mean he loves his actions. When you do something wrong, your parents still love you. I used to be ""independent"" and ""free thinking"" but only with Christ did I finally see clearer. There is a way of harmony and a way of chaos. Pick one.",0,train,0
"He is going to defund cities that do not comply with the Federal Law, and he should! These mother fuckers, (illegal aliens) come here and cause violence, take jobs away, and leech off of our system! You forgot to mention though AJ, that his plan will also force companies, especially those in the IT departments, to hire actual Americans who cannot get jobs because those companies hire illegal aliens over Americans for cheaper labor and not having to pay taxes. You also forgot to mention that ICE agents will be helping gang units with very very bad gangs that have terrorized America and her citizens for ages, these gangs are gangs such as, MS-13 and 18th Street Gang. A lot of blacks and women will get more jobs, fix the middle class, and bring America to its once great status!!!",1,train,1
I hate Muslims! Stay out of Japan you woman haters!,1,train,1
"For all the Muslim who lived in US, just get the fuck our of there. There are so many other nice countries that you can choose to lived.",1,train,1
I hate muslims!!!  I dont like finland mens snd is get sex finland kids. And sey finland is rasist i m sey saatanan muslimit. I join neo nazis and get finland money pack home world,1,train,1
Cory Booker is the worst thing to ever happen to the gay community.,0,train,1
What a system the usa has. Probably the worst and most corrupt in the world,0,train,0
"So sad , arrest the whole family because nobody is born this way they are created . Death penalty like in the middle east throw stones or decapitate with dull knife thats my vote .",0,train,1
"I know, these ladies are crazy",0,train,0
"Your DUMBASS DICTORUAL DICKHEAD DELUSIONAL STATEMENTS AND IDEAS CAN LEAVE OUR GREAT UNITED STATES IF AMERICA,AND TAKE YOUR IMIGRANT FAMILY WITH YOU,BACK TO THE USSR OR RUSSIA,OR GERMANY (OF WHICH YOU'RE NOT FROM), BECAUSE WE WON'T STAND FOR YOUR VILE HATE FILLED LANGUAGE ANY LONGER... YOU'RE EVIL AND THE WORLD IS ON TO YOU,SO CRAWL BACK INTO THE CRACK THAT LEADS TO HELL,FROM WHERE YOU WERE SPAWNED!!!",0,train,1
You people also crucify yourselves during Easter. Morons!,0,train,1
"At this point if there is any doubt at all regarding invaders coming to take our country from us then just listen to the leftest anti American scum that has no respect for our borders ,our elections and especially have no respect for the American people. I was hoping that it wouldn't come to this but we must take radical action to prevent this from going any further .Every day the leftest dem communists have political power they plot and plan against America.",0,train,1
That chubby cop looks like pig. How ironic. Too bad that crazy dude can't shoot properly.,1,train,1
"So, this AHOLE spends all these years here, gets FREE cancer treatment (saving his life, BTW)attends College and graduates. Never bothers  to even TRY to become legal. Then advocates for others to break the law and give all of us CITIZENS the finger! Hopefully this piece of $hit gets deported IMMEDIATELY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",1,train,1
"Vote for a money , power hungry liar, or a rich idiot, great choices huh?",1,train,0
fuc amirica+ rusia+ france+britania+israil+arabe,1,train,1
"we've been at war with these child rape cultists for almost 1500 years now. somehow a mass-murdering paedophile accrued a hardcore following of 1.6 billion worshipers. how did the civilised world let this happen? every last one of these creatures should be made to renounce their degenerate cult, or have their head hacked off and be turned into pig food. there is no place in a civilised world for a child rape cult. either we forcibly convert these creatures into civilised human beings, or they will destroy civilisation and drag us back to the stone age.",1,train,1
Send her back! Deport ALL infiltrators NOW! Is the USA the garbage can of the world?,0,train,1
Blessings Woman of our Great God Yahweh!,0,train,0
"What???????

Lebanon. 

Its a tiny poor country to begin with. How they accept that many immigrant is remarkable. 

Fucking Saudi Arabia. Its rich and massive and won't take up no one.",1,train,"0
0"
"Did they shoot him ? No
Did they kill him? No
Did they behead him ? No
Did they try to convert him to a religion? No

Israelis should leave historic palastine that I agree , let Muslims kill themselves , and no that is not oppression , Isis is oppression , if Muslims and Jews never looked at this as a religious war then this wouldn't be a problem, and I'm not gonna let these fucken Jews and Muslims waste my tax dollars on they're fuckery. #FuckISrael #FuckISlam",1,train,1
Uber is just another greedy corporation. All they care about is their profits. Screw the passengers and their safety.,1,train,1
"Sanctions are next bitches, do your part in curbing the flow of illegal immigrants Mexico !",0,train,1
"Those little girls need to be taught about consequences of unprotected sex, not just the possibility of an unwanted pregnancy, but STDs and AIDS as well. Sex education begins at home . The fact that so many of these little girls who are sexually promiscuous and dont use protection and getting pregnant and then want the right to use abortion as a means for birth control has gotten totally out of hand. How many of those abortions do you think your tax $ are paying for?Are you more willing to help cover the cost of killing a baby or to pay for a hospital stay so it can be born?",0,train,1
America is stupid.,1,train,1
"I'm sure the FBI is on this one! Crazy white, criminal black or criminal illegal? They will solve this!",0,train,1
"Israel america withpointless shit
makes sense why they are demonizing all muslims, islams, etc",1,train,1
"If yall are gonna deport immigrants don't just deport my people. deport white ppl also for coming illegally from Britain. Lemme remind yall United States is ALL immigrants everyone in here is a immigrant . Don't came at me with ""oh we're white this is our land"" this is native & Aztec land . Yall came and raped indigenous women & were the ones getting kicked out ? Cmon now that's completely unfair & not right . Trump is a waste of life man . He acts like a 12 year old brat who wants a president that can't even act like an adult",1,train,1
Fucking americans! They are ready to murder anything just for fun!,1,train,1
