,text,label,exp_split,ChatGPT Response
976,I hate turkey,1,train,"{
  ""text"": ""I hate turkey"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""hate""
  ]
}"
977,Leader of fake news. Satan's real son.,1,train,"{
  ""text"": ""Leader of fake news. Satan's real son."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Satan""
  ]
}"
978,"There are many legal immigrants in the US who never become citizens. I lived in California for 40 years as a ""legal"" immigrant no citizen and carried a green card. The question is not even remotely insulting nor offensive its a bloody question that no one who is legal gives a bloody shyt about answering. I can't believe its even a discussion!",0,train,"{
  ""text"": ""There are many legal immigrants in the US who never become citizens. I lived in California for 40 years as a \""legal\"" immigrant no citizen and carried a green card. The question is not even remotely insulting nor offensive its a bloody question that no one who is legal gives a bloody shyt about answering. I can't believe its even a discussion!"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
979,"+D Raww We've been held to a different standard all our lives as black men, the shit ain't nothing new. But you do have idiots who will be idiots as well. No excuses.",0,train,"{
  ""text"": ""+D Raww We've been held to a different standard all our lives as black men, the shit ain't nothing new. But you do have idiots who will be idiots as well. No excuses."",
  ""rationales"": [
    ""black men""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""shit""
  ]
}"
980,"they dont even deserve the name israel, they are zionists, the devils choosen scum kicked out of 109 countries and starting all world wars, these pigs tried to lie about iran wmds liek they did about iraq and PAlestine and syria.
SATANyahoo the international jewish terrorist doesnt want peace but war, he went to congress to lie about iran wmds like he did about iraq, and our stupid media called obama an antisemite for not wanting him, what disgusting cuck liars our media is. he rejected the 2015 peace deal, hes a racist devil.",1,train,"{
  ""text"": ""they dont even deserve the name israel, they are zionists, the devils choosen scum kicked out of 109 countries and starting all world wars, these pigs tried to lie about iran wmds liek they did about iraq and PAlestine and syria. SATANyahoo the international jewish terrorist doesnt want peace but war, he went to congress to lie about iran wmds like he did about iraq, and our stupid media called obama an antisemite for not wanting him, what disgusting cuck liars our media is. he rejected the 2015 peace deal, hes a racist devil."",
  ""rationales"": [
    ""israel"",
    ""zionists"",
    ""devils choosen scum"",
    ""iran wmds"",
    ""iraq"",
    ""PAlestine"",
    ""syria"",
    ""SATANyahoo"",
    ""international jewish terrorist"",
    ""peace deal"",
    ""racist devil""
  ],
  ""derogatory_language"": [
    ""devils choosen scum"",
    ""pigs"",
    ""disgusting cuck liars""
  ],
  ""cuss_words"": [
    ""SATANyahoo""
  ]
}"
981,every Bahá'í is happy rn lol,0,train,"{
  ""text"": ""every Bahá'í is happy rn lol"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
982,"Didn't 100s of Lovely Immigrants Raped, Assaulted, Molested, Groped 100s of Young Women in Germany, One New Year's Eve? True or False? Multicultural ism",0,train,"{
  ""text"": ""Didn't 100s of Lovely Immigrants Raped, Assaulted, Molested, Groped 100s of Young Women in Germany, One New Year's Eve? True or False? Multicultural ism"",
  ""rationales"": [
    ""Lovely Immigrants"",
    ""Young Women"",
    ""Germany""
  ],
  ""derogatory_language"": [
    ""Lovely"",
    ""Immigrants""
  ],
  ""cuss_words"": []
}"
983,Like how china sent trash illegally to philippines?,0,train,"{
  ""text"": ""Like how china sent trash illegally to philippines?"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
984,WHO THE FUCK is that gay ass puto Sonny Kiss?,0,train,"{
  ""text"": ""WHO THE FUCK is that gay ass puto Sonny Kiss?"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck"",
    ""gay"",
    ""ass"",
    ""puto""
  ]
}"
985,"Arrest him and send him back to Nigeria,his name says he is from there.",1,train,"{
  ""text"": ""Arrest him and send him back to Nigeria, his name says he is from there."",
  ""rationales"": [
    ""him"",
    ""Nigeria""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
986,Just your average white entitled bastard you see in college now a days. Wait did he say he is from UVA a school known for wannabee rich people just full of white devils Malcolm X told about. It is also full of Asians and Indians and also Arab Americans who think they are White sadly. And did I FORGET the uncle toms .,1,train,"{
  ""text"": ""Just your average white entitled bastard you see in college now a days. Wait did he say he is from UVA a school known for wannabee rich people just full of white devils Malcolm X told about. It is also full of Asians and Indians and also Arab Americans who think they are White sadly. And did I FORGET the uncle toms ."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""white"",
    ""wannabee rich people"",
    ""white devils"",
    ""Asians"",
    ""Indians"",
    ""Arab Americans"",
    ""uncle toms""
  ],
  ""cuss_words"": []
}"
987,"These people shouldn't be allowed to land, why don't they go to muslim countries, why are they trying to ruin Europe?",1,train,"{
  ""text"": ""These people shouldn't be allowed to land, why don't they go to muslim countries, why are they trying to ruin Europe?"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""muslim""
  ],
  ""cuss_words"": []
}"
988,Someone did something and you have the balls to say our country our country someone did something if he was your country you would've said Muslims attacked American citizens and killed over 3000 American citizens who some of them are still sick and dying by Muslims saying I want to hear you say it,0,train,"{
  ""text"": ""Someone did something and you have the balls to say our country our country someone did something if he was your country you would've said Muslims attacked American citizens and killed over 3000 American citizens who some of them are still sick and dying by Muslims saying I want to hear you say it"",
  ""rationales"": [
    ""Muslims attacked American citizens"",
    ""killed over 3000 American citizens""
  ],
  ""derogatory_language"": [
    ""Muslims""
  ],
  ""cuss_words"": []
}"
989,fukin israelis can shit,1,train,"{
  ""text"": ""fukin israelis can shit"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fukin"",
    ""shit""
  ]
}"
990,Fuck Islam and Allah. They are the real representatives of the devil. Claiming 1700+ lives like this is no act of God. Dying for a religion in modern times like this is pure stupidity.,1,train,"{
  ""text"": ""Fuck Islam and Allah. They are the real representatives of the devil. Claiming 1700+ lives like this is no act of God. Dying for a religion in modern times like this is pure stupidity."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""Fuck""
  ]
}"
991,I hope that this year all people who support isis will be kill by US and Russia. FUCK you isis FUCK you alla and FUCK you islam.,1,train,"{
  ""text"": ""I hope that this year all people who support isis will be kill by US and Russia. FUCK you isis FUCK you alla and FUCK you islam."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""FUCK""
  ]
}"
992,Saneter aint bullshitting. That interrogation room aint no joke. He got the Hebrews in there snitchin and coppin pleas 😂😂😂😂,0,train,"{
  ""text"": ""Saneter aint bullshitting. That interrogation room aint no joke. He got the Hebrews in there snitchin and coppin pleas 😂😂😂😂"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Hebrews""
  ],
  ""cuss_words"": []
}"
993,"I don't support Trump but he didn't say anything racist against those 4. Inappropriate definitely, but not racist.",0,train,"{
  ""text"": ""I don't support Trump but he didn't say anything racist against those 4. Inappropriate definitely, but not racist."",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
994,White Lives matters.   All lives matters.  Corrupt and greed created this misery.    Welcome to Fascist America,1,train,"{
  ""text"": ""White Lives matters. All lives matters. Corrupt and greed created this misery. Welcome to Fascist America"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
995,I hate Israel!,1,train,"{
  ""text"": ""I hate Israel!"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
996,So this people think allah only gives a shit about people with cash. I hate Saudi Arabia very disgusting people I piss in them.,1,train,"{
  ""text"": ""So this people think allah only gives a shit about people with cash. I hate Saudi Arabia very disgusting people I piss in them."",
  ""rationales"": [],
  ""derogatory_language"": [
    ""allah"",
    ""Saudi Arabia"",
    ""disgusting""
  ],
  ""cuss_words"": [
    ""shit"",
    ""piss""
  ]
}"
997,Shit when you're a nephilim giant niggaz can't fux wit chu bahahaha,0,train,"{
  ""text"": ""Shit when you're a nephilim giant niggaz can't fux wit chu bahahaha"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""niggaz""
  ],
  ""cuss_words"": [
    ""Shit"",
    ""fux""
  ]
}"
998,YES!! Palestinians ARE stealing land!,1,train,"{
  ""text"": ""YES!! Palestinians ARE stealing land!"",
  ""rationales"": [
    ""Palestinians""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
999,Reduced to by black Women. Bw have made us the biggest jokes and clowns 🤡 in history. Along with yourselves. This is what happens when you procreate with bums and thugs. Real bm and women are dead 💀,0,train,"{
  ""text"": ""Reduced to by black Women. Bw have made us the biggest jokes and clowns 🤡 in history. Along with yourselves. This is what happens when you procreate with bums and thugs. Real bm and women are dead 💀"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""black Women"",
    ""bums"",
    ""thugs"",
    ""bm""
  ],
  ""cuss_words"": []
}"
1000,"Donn know how, somehow u became my favorite YouTuber in a day. I subscribed u like 2,3 years ago but never watched more than 2,4 videos, I regret it now I got a video recommendation and I watched 10 videos in a row I love how you tell stories u sure will be a great grandpa when u get old 😊",0,train,"{
  ""text"": ""Donn know how, somehow u became my favorite YouTuber in a day. I subscribed u like 2,3 years ago but never watched more than 2,4 videos, I regret it now I got a video recommendation and I watched 10 videos in a row I love how you tell stories u sure will be a great grandpa when u get old 😊"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
1001,Indian men are rapist idiots!,1,train,"{
  ""text"": ""Indian men are rapist idiots!"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""Indian men""
  ],
  ""cuss_words"": [
    ""rapist"",
    ""idiots""
  ]
}"
1002,u inspire a lot of Indian ha,0,train,"{
  ""text"": ""u inspire a lot of Indian ha"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
1003,BEST. GENDER. REVEAL. EVER. Minus the almost dying part lmao,0,train,"{
  ""text"": ""BEST. GENDER. REVEAL. EVER. Minus the almost dying part lmao"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""lmao""
  ]
}"
