text,label,exp_split,ChatGPT Response
subtly homophobic news story this child is gay twitter influencer who still shits himself thoughts 😳 🤔 mike pence himself i like gays and even have a faggot friend but this is too much,1,train,"{
  ""text"": ""subtly homophobic news story this child is gay twitter influencer who still shits himself thoughts 😳 🤔 mike pence himself i like gays and even have a faggot friend but this is too much"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""gay"",
    ""faggot""
  ],
  ""cuss_words"": [
    ""shits""
  ]
}"
<user> imagine u in the crib eatin sum talenti n a white bitch jus come in n shoots u i d be pissed i am glad trial was that quick lmfao,1,train,"{
  ""text"": ""<user> imagine u in the crib eatin sum talenti n a white bitch jus come in n shoots u i d be pissed i am glad trial was that quick lmfao"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""bitch""
  ],
  ""cuss_words"": [
    ""lmfao""
  ]
}"
i thought asians are not fond of divorces what up with everyone in the gee family getting divorces left and right,0,train,"{
  ""text"": ""i thought asians are not fond of divorces what up with everyone in the gee family getting divorces left and right"",
  ""rationales"": [
    ""everyone in the gee family""
  ],
  ""derogatory_language"": [
    ""asians""
  ],
  ""cuss_words"": []
}"
fuck you all hoes,1,train,"{
  ""text"": ""fuck you all hoes"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""fuck"",
    ""hoes""
  ]
}"
any black women need some groceries hit me here or in the dms ima choose two for today ❤ ️,0,train,"{
  ""text"": ""any black women need some groceries hit me here or in the dms ima choose two for today ❤ ️"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""black women""
  ],
  ""cuss_words"": []
}"
oh they found the white bitch guilty surprise surprise,1,train,"{
  ""text"": ""oh they found the white bitch guilty surprise surprise"",
  ""rationales"": [
    ""white bitch""
  ],
  ""derogatory_language"": [
    ""white"",
    ""bitch""
  ],
  ""cuss_words"": []
}"
i really need a tan because i am tired of ppl calling me white,1,train,"{
  ""text"": ""i really need a tan because i am tired of ppl calling me white"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
hyuck and yuta lesbian luvrs they love me,0,train,"{
  ""text"": ""hyuck and yuta lesbian luvrs they love me"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""hyuck"",
    ""luvrs""
  ]
}"
<user> you are a disgrace to white people and have brought much shame upon evropa,0,train,"{
  ""text"": ""<user> you are a disgrace to white people and have brought much shame upon evropa"",
  ""rationales"": [
    ""white people"",
    ""evropa""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
lol i lost i cant come up with a better insult than faggot,1,train,"{
  ""text"": ""lol i lost i cant come up with a better insult than faggot"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""faggot""
  ]
}"
<user> <user> <user> he wants a white ethnostate and thinks that the holocaust didnt happen and that the jew globalists control everything,1,train,"{
  ""text"": ""<user> <user> <user> he wants a white ethnostate and thinks that the holocaust didnt happen and that the jew globalists control everything"",
  ""rationales"": [
    ""white ethnostate"",
    ""holocaust didnt happen"",
    ""jew globalists control everything""
  ],
  ""derogatory_language"": [
    ""jew""
  ],
  ""cuss_words"": []
}"
<user> <user> ur mom is homosexuans,1,train,"{
  ""text"": ""<user> <user> ur mom is homosexuans"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""homosexuans""
  ]
}"
i like when they pretty and ghetto type of bitch that don ’ t even say hello,0,train,"{
  ""text"": ""i like when they pretty and ghetto type of bitch that don ’ t even say hello"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""ghetto"",
    ""bitch""
  ],
  ""cuss_words"": []
}"
po hustling ass hoe,1,train,"{
  ""text"": ""po hustling ass hoe"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""po"",
    ""ass"",
    ""hoe""
  ]
}"
no good in being a good girl when these niggas like these ghetto hoes,1,train,"{
  ""text"": ""no good in being a good girl when these niggas like these ghetto hoes"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""niggas"",
    ""ghetto hoes""
  ],
  ""cuss_words"": []
}"
there is nothing called as marital rape in islam,1,train,"{
  ""text"": ""there is nothing called as marital rape in islam"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
any dirty wife sluts want to have some fun share pics and just do crazy shit,1,train,"{
  ""text"": ""any dirty wife sluts want to have some fun share pics and just do crazy shit"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""dirty"",
    ""sluts""
  ],
  ""cuss_words"": [
    ""shit""
  ]
}"
my homie asked if women like being treated like shit uh bruh idk 🤷 🏼 ‍ ♀ ️ that ’ a good question tho 🤔,1,train,"{
  ""text"": ""my homie asked if women like being treated like shit uh bruh idk 🤷 🏼 ‍ ♀ ️ that ’ a good question tho 🤔"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""shit""
  ],
  ""cuss_words"": [
    ""shit""
  ]
}"
<user> so was war queer to be the official terminology for it not gay when you are underway but it is queer when you are on the pier,0,train,"{
  ""text"": ""so was war queer to be the official terminology for it not gay when you are underway but it is queer when you are on the pier"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""queer"",
    ""gay""
  ]
}"
<user> <number> americans dead because of an illegal immigrant this is infuriating enforce our laws deport them,1,train,"{
  ""text"": ""<user> <number> americans dead because of an illegal immigrant this is infuriating enforce our laws deport them"",
  ""rationales"": [
    ""americans dead"",
    ""illegal immigrant""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
pope is asian you fucking dumb nigger,1,train,"{
  ""text"": ""pope is asian you fucking dumb nigger"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""fucking"",
    ""dumb"",
    ""nigger""
  ],
  ""cuss_words"": [
    ""fucking"",
    ""dumb"",
    ""nigger""
  ]
}"
<user> <user> because in quran jews declared as enemy,0,train,"{
  ""text"": ""<user> <user> because in quran jews declared as enemy"",
  ""rationales"": [
    ""jews""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
u niggers r coonin for that kanye shit,1,train,"{
  ""text"": ""u niggers r coonin for that kanye shit"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""niggers"",
    ""coonin""
  ],
  ""cuss_words"": [
    ""shit""
  ]
}"
welp gave the negro too much credit because he currently ruining my bath by coming in here taking a shit,0,train,"{
  ""text"": ""welp gave the negro too much credit because he currently ruining my bath by coming in here taking a shit"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""negro""
  ],
  ""cuss_words"": [
    ""shit""
  ]
}"
<user> popsmoke was a muslim brother using his song is accumulating him sins in his grave,0,train,"{
  ""text"": ""<user> popsmoke was a muslim brother using his song is accumulating him sins in his grave"",
  ""rationales"": [
    ""popsmoke""
  ],
  ""derogatory_language"": [
    ""muslim""
  ],
  ""cuss_words"": []
}"
<user> you mean services like having one less policeman in ca after he was murdered by illegal alien fund the wall,1,train,"{
  ""text"": ""<user> you mean services like having one less policeman in ca after he was murdered by illegal alien fund the wall"",
  ""rationales"": [
    ""one less policeman in ca"",
    ""murdered by illegal alien"",
    ""fund the wall""
  ],
  ""derogatory_language"": [
    ""illegal alien""
  ],
  ""cuss_words"": []
}"
<user> they did nazi that coming,1,train,"{
  ""text"": ""<user> they did nazi that coming"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""nazi""
  ]
}"
<user> if its not hillbilly cousin fucking town then yes for that price 🤣,1,train,"{
  ""text"": ""<user> if its not hillbilly cousin fucking town then yes for that price 🤣"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""hillbilly"",
    ""cousin fucking""
  ],
  ""cuss_words"": []
}"
<user> <user> radical muslim terrorist,0,train,"{
  ""text"": ""<user> <user> radical muslim terrorist"",
  ""rationales"": [
    ""<user> <user>""
  ],
  ""derogatory_language"": [
    ""muslim""
  ],
  ""cuss_words"": [
    ""terrorist""
  ]
}"
i fucking hate saturday because i work <number> hr emotionally draining shifts helping annoying ass white ppl i hate sundays because my brain melts listening to football coverage being blasted at full volume from <time> to <time>,1,train,"{
  ""text"": ""i fucking hate saturday because i work <number> hr emotionally draining shifts helping annoying ass white ppl i hate sundays because my brain melts listening to football coverage being blasted at full volume from <time> to <time>"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""white ppl""
  ],
  ""cuss_words"": [
    ""fucking"",
    ""ass""
  ]
}"
miss the chinaman in the hood yo,1,train,"{
  ""text"": ""miss the chinaman in the hood yo"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""chinaman""
  ],
  ""cuss_words"": []
}"
i need my back cracked like a mf glow stick by them tiny little asians in la,1,train,"{
  ""text"": ""i need my back cracked like a mf glow stick by them tiny little asians in la"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""mf""
  ]
}"
niggas acting like bitches,1,train,"{
  ""text"": ""niggas acting like bitches"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""niggas"",
    ""bitches""
  ],
  ""cuss_words"": [
    ""niggas"",
    ""bitches""
  ]
}"
<user> is not this guy gay,1,train,"{
  ""text"": ""<user> is not this guy gay"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
i refuse to become homosexual but sometimes i really fucking hate these african american hood rat nigger bitches 🐐 goat,1,train,"{
  ""text"": ""i refuse to become homosexual but sometimes i really fucking hate these african american hood rat nigger bitches 🐐 goat"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""homosexual"",
    ""african american"",
    ""hood rat"",
    ""nigger"",
    ""bitches""
  ],
  ""cuss_words"": [
    ""fucking""
  ]
}"
<user> <user> found a racist closet gaypoop fan,1,train,"{
  ""text"": ""<user> <user> found a racist closet gaypoop fan"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""racist"",
    ""gaypoop""
  ],
  ""cuss_words"": []
}"
the white bitch got found guilty yes lord,1,train,"{
  ""text"": ""the white bitch got found guilty yes lord"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""white bitch""
  ],
  ""cuss_words"": []
}"
<user> it ’ mind poison islam,1,train,"{
  ""text"": ""<user> it ’ mind poison islam"",
  ""rationales"": [],
  ""derogatory_language"": [],
  ""cuss_words"": [
    ""mind poison""
  ]
}"
i am really pissed off tho lmao i hate dirty bitches,1,train,"{
  ""text"": ""i am really pissed off tho lmao i hate dirty bitches"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""dirty bitches""
  ],
  ""cuss_words"": [
    ""pissed off"",
    ""hate""
  ]
}"
i can not believe this white man called me discriminatory because i would not let him and his entitled family board first lol i can not,0,train,"{
  ""text"": ""i can not believe this white man called me discriminatory because i would not let him and his entitled family board first lol i can not"",
  ""rationales"": [
    ""white man"",
    ""entitled family""
  ],
  ""derogatory_language"": [],
  ""cuss_words"": []
}"
<user> brainwashed feminnazis they are not dictating to me do not disarm i repeat do not disarm,1,train,"{
  ""text"": ""<user> brainwashed feminnazis they are not dictating to me do not disarm i repeat do not disarm"",
  ""rationales"": [
    ""feminnazis""
  ],
  ""derogatory_language"": [
    ""feminnazis""
  ],
  ""cuss_words"": []
}"
i hate you black bastards,1,train,"{
  ""text"": ""i hate you black bastards"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""black bastards""
  ],
  ""cuss_words"": []
}"
<user> she is a dumb bitch who the fuck blows cigarette smoke in their child face or holds them like a damn toy i fucking hate mothers who do not do right by their kids,1,train,"{
  ""text"": ""<user> she is a dumb bitch who the fuck blows cigarette smoke in their child face or holds them like a damn toy i fucking hate mothers who do not do right by their kids"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""dumb bitch"",
    ""fucking hate""
  ],
  ""cuss_words"": [
    ""fuck"",
    ""fucking""
  ]
}"
peaches really the biggest crackhead i have ever seen on god this person is retarded i really think she has a mental issue bcs,1,train,"{
  ""text"": ""peaches really the biggest crackhead i have ever seen on god this person is retarded i really think she has a mental issue bcs"",
  ""rationales"": [],
  ""derogatory_language"": [
    ""crackhead"",
    ""retarded"",
    ""mental issue""
  ],
  ""cuss_words"": []
}"
