text,label,exp_split
<user> shitty raghead,1,train
<user> <user> refugee check muslim check known to police check nothing surprising,0,train
this nigga do not even deserve me im just a dumb bitch tripping,1,train
nia vardalos in my big fat greek wedding made me gay,0,train
<number> years ago i do not believe the best of europeans anticipated the slave trade on the atlantic nor did they forsee the current pillaging of their hard work by the faggots now in some kind of power,1,train
all it takes is personally encountering the chinaman,1,train
<user> <user> calling something gay has nothing to do with power this has no logic,0,train
<user> go live in a mud hut that housing so is a tent in a refugee camp,0,train
<user> <user> zionist jews are courting their own destruction by christian zionists that is a disturbing irony,0,train
<user> i liked kill the jews with thumbs up better,1,train
<user> jksfhjk dejame i am too gay for this,0,train
<user> i ’ m deeply concerned that a us representative has an issue with deporting illegal immigrants,0,train
<user> pranksters are worse than nazis,0,train
<user> isn ’ t this guy married to an illegal immigrant with no job,1,train
press release we want to commend jussie smollett on creating <number> jobs for <number> wonderful immigrants,0,train
<user> bruh i do not wanna be walking around with this thoo maybe if i become a raging homosexual irl,0,train
<user> yup a lot of these black people are retarded trying to be like these white cave men,1,train
<user> aww pidi <user> should also visit in countless kashmiri hindus living as refugees in various states from the delhi to andaman,0,train
every time <user> bitch ass say the democrats all i hear is the niggers,1,train
i got a guilty pleasure and it is country music and hillbilly movies and tv shows about rednecks hunting in the woods and fucking white trash skanks,1,train
shout out to the girls that ain t retarded,1,train
<user> not anymore gay game anyways,1,train
<user> why would a stud suck a strap that ’ gay as hell lmao,1,train
remember the jews killed jesus n if you don ’ t watch ya back they will kill you too,1,train
<user> <user> we are iraqi refugees we ask you to process our delayed files please standwithiraqirefugees,0,train
<user> this is a islamic handle,1,train
some fatass chubby kicked me out of a party <number> being a faggot apparently,1,train
thanks to zayna my entire tl is arabs fighting about marriage and standards,0,train
infanticide maybe the democrat party is a greater danger to this nation than immigrants coming across the border just sayin,1,train
i am not homophobic faggot,1,train
<user> it started in <number> you dolt maybe your muslim brother obama should explain,1,train
nia can not do shit she can not even fall right what a dumb hoe,1,train
might past that lil bitch to my buddys,1,train
<user> <user> many british on the continent think they ’ re the jesus because they ’ re not immigrants they ’ re expats 🤣 🤣 🤣,0,train
free gay muscle anime pictures best household sex toys sex change tests,1,train
<user> even their fellow asians hate them 😂 😂 😂 😂 😂 😂,1,train
“ i wanna spank ur creamy ass until it turns pink ” sir i am a negro,1,train
i just found out my term is called queer curious so basically no one likes my type but the girls low key live ✨,0,train
having hoes is a sport dominated by females,1,train
i can ’ t stand a ghetto ass bitch,1,train
eww can ’ t believe i use to be geeked over this nigga,0,train
<user> i do not know but the power of pasco turned her into trailer trash when she go there,1,train
<user> a born again muslim is that like new socialism,1,train
<user> wtf 🤣 🤣 🤣 🤣 🤣 everyhting is ghetto trust me,0,train
tomi lahren is the epitome of the white bitches all our folks wanted us to avoid,1,train
<user> why does this elitist privileged white speaker insist on giving to the chinese who and not to us americans,0,train
guys do not blow up gay pride parades haha this is a joke i do not care,0,train
saints please go get a white qb this week anybody better than that nigger teddy,1,train
i licked it it queer now,0,train
<user> i won ’ t hesitate bitch,0,train
<user> <user> you are a muslim so you have no say on judaism,1,train
<user> i fucking hate white liberals,1,train
ever since i called my dad out on he homophobia he stopped a winning,0,train
<user> you groom a dog time to call it what it is muslim men raping underage working class white girls these men are paedophiles,0,train
stop being lazy and write some real jokes instead of just saying paging doctor faggot lol he said a slur therefore its funny,0,train
shawty ego so big that hoe said letgomyeggo,1,train
<user> every time i go to budapest it more sad more homeless more racist posters demeaning refugees last time i saw tents in the park,0,train
mickey mouse is a faggot,1,train
<user> thank you for reminding me that you are always there and giving your full support to anything love you hoe 💓,0,train
only in america are legal citizens labeled racists and nazi but illegal aliens are called dreamers,1,train
<user> asshole muslims kills hindus in kashmir this is the reason why you dont deserve sympathy,1,train
<user> you a bad bitch,1,train
a dyke gone call me fake bitch you fake,1,train
<user> even my tsa co workers here like you want that wall and hate immigrants that much,1,train
are you tired of jerking off to porn and hentai and not getting any pussy prostitutes exist bitch there no excuse you are just a faggot that wants everything easy what more easy than a prostitute,1,train
<user> is big league muslim,0,train
i ’ ve finally reached the point in queer apocalyptic survival and have shaved parts of my hair off,0,train
<user> <user> yes they include unvaccinated illegal aliens,0,train
skinny white bitch who bullied me for being fat in middle school omg i am so thicc 🤪 😫 💦,1,train
can not trust these bitches they scandalous,1,train
like this is the same bitch who refuses to let the owner give me the raise and position he promised me bc she does not want me to make that much money words from her mouth same bitch who buys new designer bags and dogs like it nothing,1,train
